building,hood,lab,floor,server,flow_sensor,sash_position_sensor,object_id,device_id,internal_temp_sensor,external_temp_sensor,,,,,,,,,,,,,,,
weill,1,240,2,weill_main,#2-40/hev_flow_fbk,#2-40/fh_sash_pos,,,#2-40/ctrl,,,,,,,,,,,,,,,,
weill,1,240A,2,weill_main,#2-40a/hev_flow_fbk,#2-40a/fh_sash_pos,,,#2-40a/ctrl,,,,,,,,,,,,,,,,
weill,1,248A,2,weill_main,#2-48a/hev_flow_fbk,#2-48a/fh_sash_pos,,,#2-48a/ctrl,,,,,,,,,,,,,,,,
weill,1,252A,2,weill_main,#2-52a/hev_flow_fbk,#2-52a/fh_sash_pos,,,#2-52a/ctrl,,,,,,,,,,,,,,,,
weill,1,256A,2,weill_main,,,,,#2-56a/ctrl,,,,,,,,,,,,,,,,
weill,1,260,2,weill_main,#2-60/hev_flow_fbk,#2-60/fh_sash_pos,,,#2-60/ctrl,,,,,,,,,,,,,,,,
weill,1,264B,2,weill_main,#2-64a/hev_flow_fbk,#2-64a/fh_sash_pos,,,#2-64a/ctrl,,,,,,,,,,,,,,,,
weill,1,309B,3,weill_main,#3-9b/hev_flow_fbk,#3-9b/fh_sash_pos,,,#3-9b/ctrl,,,,,,,,,,,,,,,,
weill,1,310B,3,weill_main,#3-10b/hev_flow_fbk,#3-10b/fh_sash_pos,,,#3-10b/ctrl,,,,,,,,,,,,,,,,
weill,1,313B,3,weill_main,#3-13b/hev_flow_fbk,#3-13b/fh_sash_pos,,,#3-13b/ctrl,,,,,,,,,,,,,,,,
weill,1,314B,3,weill_main,#3-14b/hev_flow_fbk,#3-14b/fh_sash_pos,,,#3-14b/ctrl,,,,,,,,,,,,,,,,
weill,1,334A,3,weill_main,#3-34a/hev_flow_fbk,#3-34a/fh_sash_pos,,,#3-34a/ctrl,,,,,,,,,,,,,,,,
weill,1,338C,3,weill_main,#3-38c/hev_flow_fbk,#3-38c/fh_sash_pos,,,#3-38c/ctrl,,,,,,,,,,,,,,,,
weill,1,340,3,weill_main,#3-40/hev_flow_fbk,#3-40/fh_sash_pos,,,#3-40/ctrl,,,,,,,,,,,,,,,,
weill,1,340A,3,weill_main,#3-40a/hev_flow_fbk,#3-40a/fh_sash_pos,,,#3-40a/ctrl,,,,,,,,,,,,,,,,
weill,1,348A,3,weill_main,#3-48a/hev_flow_fbk,#3-48a/fh_sash_pos,,,#3-48a/ctrl,,,,,,,,,,,,,,,,
weill,1,352,3,weill_main,#3-52/hev_flow_fbk,#3-52/fh_sash_pos,,,#3-52/ctrl,,,,,,,,,,,,,,,,
weill,1,352B,3,weill_main,#3-52/hev2_flow_fbk,#3-52/fh2_sash_pos,,,#3-52/ctrl,,,,,,,,,,,,,,,,
weill,1,360,3,weill_main,#3-60/hev_flow_fbk,#3-60/fh_sash_pos,,,#3-60/ctrl,,,,,,,,,,,,,,,,
weill,1,364A,3,weill_main,#3-64a/hev_flow_fbk,#3-64a/fh_sash_pos,,,#3-64a/ctrl,,,,,,,,,,,,,,,,
weill,1,409B,4,weill_main,#4-9b/hev_flow_fbk,#4-9b/fh_sash_pos,,,#4-9b/ctrl,,,,,,,,,,,,,,,,
weill,1,410B,4,weill_main,#4-10b/hev_flow_fbk,#4-10b/fh_sash_pos,,,#4-10b/ctrl,,,,,,,,,,,,,,,,
weill,1,413B,4,weill_main,#4-13b/hev_flow_fbk,#4-13b/fh_sash_pos,,,#4-13b/ctrl,,,,,,,,,,,,,,,,
weill,1,414B,4,weill_main,#4-14b/hev_flow_fbk,#4-14b/fh_sash_pos,,,#4-14b/ctrl,,,,,,,,,,,,,,,,
weill,1,434A,4,weill_main,#4-34a/hev_flow_fbk,#4-34a/fh_sash_pos,,,#4-34a/ctrl,,,,,,,,,,,,,,,,
weill,1,438A,4,weill_main,#4-38a/hev_flow_fbk,#4-38a/fh_sash_pos,,,#4-38a/ctrl,,,,,,,,,,,,,,,,
weill,1,440,4,weill_main,#4-40_phx-60/sat,#4-40_phx-60/fh_sash_pos,,,#4-40_phx-60/ctrl,,,,,,,,,,,,,,,,
weill,1,444B,4,weill_main,#4-44b/hev_flow_fbk,#4-44b/fh_sash_pos,,,#4-44b/ctrl,,,,,,,,,,,,,,,,
weill,1,448C,4,weill_main,#4-48c/hev_flow_fbk,#4-48c/fh_sash_pos,,,#4-48c/ctrl,,,,,,,,,,,,,,,,
weill,1,452,4,weill_main,#4-52/hev_flow_fbk,#4-52/fh_sash_pos,,,#4-52/ctrl,,,,,,,,,,,,,,,,
weill,1,452B,4,weill_main,#4-52/hev2_flow_fbk,#4-52/fh2_sash_pos,,,#4-52/ctrl,,,,,,,,,,,,,,,,
weill,1,460,4,weill_main,#4-60b/hev_flow_fbk,#4-60b/fh_sash_pos,,,#4-60b/ctrl,,,,,,,,,,,,,,,,
weill,1,464B,4,weill_main,#4-64a_phx-106/hev_flow_fbk,#4-64a_phx-106/fh_sash_pos,,,#4-64a_phx-106/ctrl,,,,,,,,,,,,,,,,
wilson lab_101 floor_1 hood_1,wilson,101,1,1,DEV:2085008,#wilson_neh_lab101_airflow/fh-1_flow_fbk,#wilson_neh_lab101_airflow/fh-1_sash_pos,AI:12
wilson lab_183 floor_1 hood_1,wilson,183,1,1,DEV:2085506,#wilson_neh_183_airvlvs/fh-1_flow_fbk,#wilson_neh_183_airvlvs/fh-1_sash_pos,AI:2
wilson lab_183 floor_1 hood_2,wilson,183,1,2,DEV:2085506,#wilson_neh_183_airvlvs/fh-2_flow_fbk,#wilson_neh_183_airvlvs/fh-2_sash_pos,AI:4
wing lab_305 floor_3 hood_1,wing,305,3,1,DEV:1042137,#lab_305/hood_flow,#lab_305/sash,AI:5
wing lab_306 floor_3 hood_1,wing,306,3,1,DEV:1042135,#lab_306/hood_flow,#lab_306/sash,AI:5
wing lab_216 floor_2 hood_1,wing,216,2,1,DEV:1042144,,#rm_216_east/sash_sw,BI:1
wing lab_208 floor_2 hood_1,wing,208,2,1,DEV:1042128,#lab_208/hood_flow,#lab_208/sash,AI:5
wing lab_205 floor_2 hood_1,wing,205,2,1,DEV:1042126,#lab_205/hood_flow,#lab_205/sash,AI:5
wing lab_101 floor_1 hood_1,wing,101,1,1,DEV:1042120,#lab_101/hood_flow,#lab_101/sash,AI:5
wing lab_B05 floor_B hood_1,wing,B05,B,1,DEV:1042105,#lab_b05/hood_flow,#lab_b05/sash,AI:5
wing lab_358 floor_3 hood_1,wing,358,3,1,DEV:1042325,#lab_358/hood_flow,#lab_358/sash,AI:5
wing lab_359 floor_3 hood_1,wing,359,3,1,DEV:1042332,#lab_359/hood_flow,#lab_359/sash,AI:5
wing lab_257 floor_2 hood_1,wing,257,2,1,DEV:1042316,#lab_257/hood_flow,#lab_257/sash,AI:5
wing lab_260 floor_2 hood_1,wing,260,2,1,DEV:1042311,#rm_260/hood_flow,#rm_260/sash,AI:5
wing lab_261 floor_2 hood_1,wing,261,2,1,DEV:1042313,#lab_261/hood_flow,#lab_261/sash,AI:5
wing lab_270 floor_2 hood_1,wing,270,2,1,DEV:1042323,#lab_270/hood_flow,#lab_270/sash,AI:5
wing lab_270A floor_2 hood_1,wing,270A,2,1,DEV:1042322,#lab_270a/hood_flow,#lab_270a/sash,AI:5
wing lab_156 floor_1 hood_1,wing,156,1,1,DEV:1042231,#lab_156/hood_flow,#lab_156/sash,AI:5
wing lab_175 floor_1 hood_1,wing,175,1,1,DEV:1042239,#lab_175/hood_flow,#lab_175/sash,AI:5
wing lab_B52 floor_B hood_1,wing,B52,B,1,DEV:1042207,#lab_b52/hood_flow,#lab_b52/sash,AI:5
wing lab_B53 floor_B hood_1,wing,B53,B,1,DEV:1042215,#lab_b53/hood_flow,#lab_b53/sash,AI:5
wing lab_B56 floor_B hood_1,wing,B56,B,1,DEV:1042210,#lab_b56/hood_flow,#lab_b56/sash,AI:5
wing lab_B57 floor_B hood_1,wing,B57,B,1,DEV:1042211,#lab_b57/hood_flow,#lab_b57/sash,AI:5
wing lab_B75 floor_B hood_1,wing,B75,B,1,DEV:1042221,#lab_b75/hood_flow,#lab_b75/sash,AI:5
wing lab_B76 floor_B hood_1,wing,B76,B,1,DEV:1042222,#lab_b76/hood_flow,#lab_b76/sash,AI:5
,wing,,,1,DEV:1042002,,,
plant_science lab_G09 floor_G hood_1,plant_science,G09,G,1,DEV:1022231,,#plant_science_lab_g09_sav_eav_fh/fh1_sash_pos,AI:2
plant_science lab_102B floor_1 hood_1,plant_science,102B,1,1,DEV:1022236,,#plant_science_lab_102b_sav_fh/fh1_sash_pos,AI:1
,plant_science,,,1,DEV:1022128,,,
vet_medical_center lab_C11 floor_C hood_1,vet_medical_center,C11,C,1,DEV:35430,#vmc_c1105d/fh-1_flow_fbk,#vmc_c1105d/fh-1_sash_pos,AI:2
vet_medical_center lab_C31 floor_C hood_1,vet_medical_center,C31,C,1,DEV:36608,#c3174/fh-1_flow_fbk,#c3174/fh-1_sash_pos,AI:4
vet_medical_center lab_C31 floor_C hood_2,vet_medical_center,C31,C,2,DEV:36608,#c3174/fh-2_flow_fbk,#c3174/fh-2_sash_pos,AI:6
vet_medical_center lab_C41 floor_C hood_1,vet_medical_center,C41,C,1,DEV:37108,#vmc_c4134/fh-1_flow_fbk,#vmc_c4134/fh-1_sash_pos,AI:6
upson lab_272 floor_2 hood_1,upson,272,2,1,DEV:52134,#upsonhall_lab_272_airflow/fh-1_flow_fbk,#upsonhall_lab_272_airflow/fh-1_sash_pos,AI:4
upson lab_362 floor_3 hood_1,upson,362,3,1,DEV:52624,#upsonhall_362_lab_airflow/fh-1_flow_fbk,#upsonhall_362_lab_airflow/fh-1_sash_pos,AI:4
upson lab_366 floor_3 hood_1,upson,366,3,1,DEV:52625,#upsonhall_366_lab_airflow/fh-1_flow_fbk,#upsonhall_366_lab_airflow/fh-1_sash_pos,AI:4
upson lab_354 floor_3 hood_1,upson,354,3,1,DEV:52604,#upsonhall_354_vavs_vavgex_and_fhv/fh-1_flow_fbk,#upsonhall_354_vavs_vavgex_and_fhv/fh-1_sash_pos,AI:4
upson lab_442B floor_4 hood_1,upson,442B,4,1,DEV:53134,#upsonhall_442b_lab_control/fh-1_flow_fbk,#upsonhall_442b_lab_control/fh-1_sash_pos,AI:4
upson lab_472 floor_4 hood_1,upson,472,4,1,DEV:53121,#upsonhall_472_fcu-1_fcu-2/fh-1_flow_fbk,#upsonhall_472_fcu-1_fcu-2/fh-1_sash_pos,AI:8
upson lab_458 floor_4 hood_1,upson,458,4,1,DEV:53105,#upson_lab_458_airflow/fh-1_flow_fbk,#upson_lab_458_airflow/fh-1_sash_pos,AI:8
duffield lab_313 floor_3 hood_1,duffield,313,3,1,DEV:22125,#duffield_lab_313-old/fh-1_flow_fbk,#duffield_lab_313-old/fh-1_sash_pos,AI:2
duffield lab_324 floor_3 hood_1,duffield,324,3,1,DEV:2000014,#lduffield_324/fh-1_flow_fbk,#lduffield_324/fh-1_sash_pos,AI:4
duffield lab_327 floor_3 hood_1,duffield,327,3,1,DEV:22113,#duffield_hall/third_floor/ahu-1_vavs/lab_327/lab_327/fh-1_flow_fbk,#duffield_hall/third_floor/ahu-1_vavs/lab_327/lab_327/fh-1_sash_pos,AI:4
duffield lab_327 floor_3 hood_2,duffield,327,3,2,DEV:22113,#duffield_hall/third_floor/ahu-1_vavs/lab_327/lab_327/fh-2_flow_fbk,#duffield_hall/third_floor/ahu-1_vavs/lab_327/lab_327/fh-2_sash_pos,AI:6
duffield lab_328 floor_3 hood_2,duffield,328,3,2,DEV:22237,,#duffield_hall/third_floor/ahu-1_vavs/lab_328/lab_328/fh2_sash_pos,AI:2
duffield lab_328 floor_3 hood_1,duffield,328,3,1,DEV:22237,,#duffield_hall/third_floor/ahu-1_vavs/lab_328/lab_328/fh_sash_pos,AI:3
duffield lab_330 floor_3 hood_1,duffield,330,3,1,DEV:22234,#duffield_lab_330/fh-1_flow_fbk,#duffield_lab_330/fh-1_sash_pos,AI:8
duffield lab_331 floor_3 hood_2,duffield,331,3,2,DEV:22114,,#duffield_hall/third_floor/ahu-1_vavs/lab_331/lab_331/fh2_sash_pos,AI:2
duffield lab_331 floor_3 hood_1,duffield,331,3,1,DEV:22114,,#duffield_hall/third_floor/ahu-1_vavs/lab_331/lab_331/fh_sash_pos,AI:4
duffield lab_331A floor_3 hood_1,duffield,331A,3,1,DEV:22114,,#lab_331a_laser_lab/fh_sash_pos,AI:24
duffield lab_307 floor_3 hood_1,duffield,307,3,1,DEV:22106,,#duffield_lab_307309/fh-1_sash_pos,AI:3
duffield lab_307 floor_3 hood_2,duffield,307,3,2,DEV:22106,,#duffield_lab_307309/fh-2_sash_pos,AI:4
duffield lab_202 floor_2 hood_1,duffield,202,2,1,DEV:22519,,#duffield_hall/second_floor/ahu-1_vavs/lab_202/vav-1/fh_sash_pos,AI:2
duffield lab_207 floor_2 hood_1,duffield,207,2,1,DEV:22413,#duffield_hall/second_floor/ahu-1_vavs/lab_207/lab_207/fh-1_flow_fbk,#duffield_hall/second_floor/ahu-1_vavs/lab_207/lab_207/fh-1_sash_pos,AI:4
duffield lab_207 floor_2 hood_2,duffield,207,2,2,DEV:22413,#duffield_hall/second_floor/ahu-1_vavs/lab_207/lab_207/fh-2_flow_fbk,#duffield_hall/second_floor/ahu-1_vavs/lab_207/lab_207/fh-2_sash_pos,AI:6
duffield lab_208 floor_2 hood_1,duffield,208,2,1,DEV:22521,,#lab_208_sav_eav_and_fh/fh_sash_pos,AI:2
duffield lab_209 floor_2 hood_2,duffield,209,2,2,DEV:22412,,#duffield_hall/second_floor/ahu-1_vavs/lab_209/lab_209/fh2_sash_pos,AI:2
duffield lab_209 floor_2 hood_1,duffield,209,2,1,DEV:22412,,#duffield_hall/second_floor/ahu-1_vavs/lab_209/lab_209/fh_sash_pos,AI:3
duffield lab_212 floor_2 hood_2,duffield,212,2,2,DEV:22524,,#duffield_hall/second_floor/ahu-1_vavs/lab_212/lab_212/fh2_sash_pos,AI:2
duffield lab_212 floor_2 hood_1,duffield,212,2,1,DEV:22524,,#duffield_hall/second_floor/ahu-1_vavs/lab_212/lab_212/fh_sash_pos,AI:3
duffield lab_216 floor_2 hood_1,duffield,216,2,1,DEV:22525,,#duffield_hall/second_floor/ahu-1_vavs/lab_216/vav-16/fh_sash_pos,AI:2
duffield lab_224 floor_2 hood_1,duffield,224,2,1,DEV:2000015,#duffield_lab_224/fh-1_flow_fbk,#duffield_lab_224/fh-1_sash_pos,AI:4
duffield lab_227 floor_2 hood_1,duffield,227,2,1,DEV:22418,#duffield_hall/second_floor/ahu-1_vavs/lab_227/lab_227/fh-1_flow_fbk,#duffield_hall/second_floor/ahu-1_vavs/lab_227/lab_227/fh-1_sash_pos,AI:3
duffield lab_227 floor_2 hood_2,duffield,227,2,2,DEV:22418,#duffield_hall/second_floor/ahu-1_vavs/lab_227/lab_227/fh-2_flow_fbk,#duffield_hall/second_floor/ahu-1_vavs/lab_227/lab_227/fh-2_sash_pos,AI:4
duffield lab_227 floor_2 hood_3,duffield,227,2,3,DEV:22418,#duffield_hall/second_floor/ahu-1_vavs/lab_227/lab_227/fh-3_flow_fbk,#duffield_hall/second_floor/ahu-1_vavs/lab_227/lab_227/fh-3_sash_pos,AI:7
duffield lab_227 floor_2 hood_4,duffield,227,2,4,DEV:22418,#duffield_hall/second_floor/ahu-1_vavs/lab_227/lab_227/fh-4_flow_fbk,#duffield_hall/second_floor/ahu-1_vavs/lab_227/lab_227/fh-4_sash_pos,AI:6
duffield lab_231 floor_2 hood_2,duffield,231,2,2,DEV:22419,,#duffield_hall/second_floor/ahu-1_vavs/lab_231/lab_231/fh2_sash_pos,AI:2
duffield lab_231 floor_2 hood_1,duffield,231,2,1,DEV:22419,,#duffield_hall/second_floor/ahu-1_vavs/lab_231/lab_231/fh_sash_pos,AI:3
duffield lab_234 floor_2 hood_2,duffield,234,2,2,DEV:22535,,#duffield_hall/second_floor/ahu-1_vavs/lab_234/lab_234/fh2_sash_pos,AI:2
duffield lab_234 floor_2 hood_1,duffield,234,2,1,DEV:22535,,#duffield_hall/second_floor/ahu-1_vavs/lab_234/lab_234/fh_sash_pos,AI:3
duffield lab_238 floor_2 hood_1,duffield,238,2,1,DEV:22536,,#duffield_hall/second_floor/ahu-1_vavs/lab_238/lab_238/fh_sash_pos,AI:2
snee lab_315 floor_3 hood_1,snee,315,3,1,DEV:2049406,#snee_lab-3158/hev_flow_fbk,#snee_lab-3158/fh_sash_pos,AI:3
snee lab_414 floor_4 hood_1,snee,414,4,1,DEV:2049304,#snee_lab-4146/hev_flow_fbk,#snee_lab-4146/fh_sash_pos,AI:3
clark lab_173 floor_1 hood_1,clark,173,1,1,DEV:2082012,#lab_173_of683xt-e2/fh-1_flow_fbk,#lab_173_of683xt-e2/fh-1_sash_pos,AI:8
clark lab_183 floor_1 hood_1,clark,183,1,1,DEV:2082014,#lab_183_of683xt-e2/fh-1_flow_fbk,#lab_183_of683xt-e2/fh-1_sash_pos,AI:6
clark lab_BE02 floor_BE hood_1,clark,BE02,BE,1,DEV:44202,#clark_be02a_lab_airflow/fh-1_flow_fbk,#clark_be02a_lab_airflow/fh-1_sash_pos,AI:6
clark lab_BE08 floor_BE hood_1,clark,BE08,BE,1,DEV:2082009,#clarkhall_lab_be08_hvac/fh-1_flow_fbk,#clarkhall_lab_be08_hvac/fh-1_sash_pos,AI:6
clark lab_BE08 floor_BE hood_2,clark,BE08,BE,2,DEV:2082009,#clarkhall_lab_be08_hvac/fh-2_flow_fbk,#clarkhall_lab_be08_hvac/fh-2_sash_pos,AI:8
clark lab_BD12 floor_BD hood_1,clark,BD12,BD,1,DEV:2082006,#clarkhall_lab_bd12_hvac/fh-1_flow_fbk,#clarkhall_lab_bd12_hvac/fh-1_sash_pos,AI:5
clark lab_C08 floor_C hood_1,clark,C08,C,1,DEV:44228,,#clark_lab_c08/fh-1_sash_pos,AI:1
clark lab_BF-14 floor_BF hood_1,clark,BF-14,BF,1,DEV:44213,#clark_lab_bf-14/fh-1_flow_fbk,#clark_lab_bf-14/fh-1_sash_pos,AI:4
olin lab_B06 floor_B hood_1,olin,B06,B,1,DEV:2024141,,#olin_basement/lab_spaces/lab_b06_control/hood_sash,AI:4
olin lab_103 floor_1 hood_1,olin,103,1,1,DEV:2024126,#olin_first_floor/lab_spaces/lab_103_control/fh-1_flow_fbk,#olin_first_floor/lab_spaces/lab_103_control/fh-1_sash_pos,AI:4
olin lab_105 floor_1 hood_1,olin,105,1,1,DEV:2024128,#olin_first_floor/lab_spaces/lab_105_control/fh-1_flow_fbk,#olin_first_floor/lab_spaces/lab_105_control/fh-1_sash_pos,AI:4
olin lab_276 floor_2 hood_1,olin,276,2,1,DEV:2024805,#olinhall_lab_276/fh-1_flow_fbk,#olinhall_lab_276/fh-1_sash_pos,AI:21
olin lab_276 floor_2 hood_2,olin,276,2,2,DEV:2024805,#olinhall_lab_276/fh-2_flow_fbk,#olinhall_lab_276/fh-2_sash_pos,AI:23
olin lab_276 floor_2 hood_4,olin,276,2,4,DEV:2024805,#olinhall_lab_276/fh-4_flow_fbk,#olinhall_lab_276/fh-4_sash_pos,AI:15
olin lab_276 floor_2 hood_5,olin,276,2,5,DEV:2024805,#olinhall_lab_276/fh-5_flow_fbk,#olinhall_lab_276/fh-5_sash_pos,AI:17
olin lab_276 floor_2 hood_6,olin,276,2,6,DEV:2024805,#olinhall_lab_276/fh-6_flow_fbk,#olinhall_lab_276/fh-6_sash_pos,AI:19
olin lab_276 floor_2 hood_3,olin,276,2,3,DEV:2024805,#olinhall_lab_276/fh-3_flow_fbk,#olinhall_lab_276/fh-3_sash_pos,AI:25
olin lab_276D floor_2 hood_1,olin,276D,2,1,DEV:2024801,#olinhall_lab_276d/fh-1_flow_fbk,#olinhall_lab_276d/fh-1_sash_pos,AI:6
olin lab_276D floor_2 hood_2,olin,276D,2,2,DEV:2024801,#olinhall_lab_276d/fh-2_flow_fbk,#olinhall_lab_276d/fh-2_sash_pos,AI:8
olin lab_367 floor_3 hood_1,olin,367,3,1,DEV:2024906,#olinhall_lab_367/fh-1_flow_fbk,#olinhall_lab_367/fh-1_sash_pos,AI:9
olin lab_367 floor_3 hood_2,olin,367,3,2,DEV:2024906,#olinhall_lab_367/fh-2_flow_fbk,#olinhall_lab_367/fh-2_sash_pos,AI:11
olin lab_367 floor_3 hood_3,olin,367,3,3,DEV:2024906,#olinhall_lab_367/fh-3_flow_fbk,#olinhall_lab_367/fh-3_sash_pos,AI:13
olin lab_367 floor_3 hood_4,olin,367,3,4,DEV:2024906,#olinhall_lab_367/fh-4_flow_fbk,#olinhall_lab_367/fh-4_sash_pos,AI:15
olin lab_367D floor_3 hood_1,olin,367D,3,1,DEV:2024901,#olinhall_lab_367d/fh-1_flow_fbk,#olinhall_lab_367d/fh-1_sash_pos,AI:4
olin lab_367F floor_3 hood_1,olin,367F,3,1,DEV:2024905,#olinhall_lab_367f/fh-1_flow_fbk,#olinhall_lab_367f/fh-1_sash_pos,AI:3
mann_library lab_405 floor_4 hood_1,mann_library,405,4,1,DEV:1027220,#mann_phoenix_lab_405/fume_hood1,#mann_phoenix_lab_405/sash_position2,AV:19
mann_library lab_405A floor_4 hood_1,mann_library,405A,4,1,DEV:1027222,#mann_phoenix_lab_405a/fume_hood,#mann_phoenix_lab_405a/sash_position,AV:8
mann_library lab_406 floor_4 hood_1,mann_library,406,4,1,DEV:1027224,#mann_phoenix_lab_406/fume_hood,#mann_phoenix_lab_406/sash_position,AV:12
mann_library lab_408A floor_4 hood_1,mann_library,408A,4,1,DEV:1027229,#mann_phoenix_lab_408a/fume_hood,#mann_phoenix_lab_408a/sash_position,AV:12
mann_library lab_410 floor_4 hood_1,mann_library,410,4,1,DEV:1027232,#mann_phoenix_lab_410/fume_hood,#mann_phoenix_lab_410/sash_position,AV:8
mann_library lab_420 floor_4 hood_1,mann_library,420,4,1,DEV:1027237,#mann_phoenix_lab_420/fume_hood,#mann_phoenix_lab_420/sash_position,AV:8
mann_library lab_420B floor_4 hood_1,mann_library,420B,4,1,DEV:1027240,#mann_phoenix_lab_420b/fume_hood,#mann_phoenix_lab_420b/sash_position,AV:8
mann_library lab_502 floor_5 hood_1,mann_library,502,5,1,DEV:1027216,#mann_phoenix_lab_502/fume_hood,#mann_phoenix_lab_502/sash_position,AV:8
mann_library lab_506 floor_5 hood_1,mann_library,506,5,1,DEV:1027212,#mann_phoenix_lab_506/fume_hood,#mann_phoenix_lab_506/sash_position,AV:8
mann_library lab_512 floor_5 hood_1,mann_library,512,5,1,DEV:1027208,#mann_phoenix_lab_512/fume_hood,#mann_phoenix_lab_512/sash_position,AV:8
uris lab_109 floor_1 hood_1,uris,109,1,1,DEV:2087306,#urishall_lab_109/fh-1_flow_fbk,#urishall_lab_109/fh-1_sash_pos,AI:4
bard lab_356 floor_3 hood_1,bard,356,3,1,DEV:86509,#bard_hall_lab_356/fh-1_flow_fbk,#bard_hall_lab_356/fh-1_sash_pos,AI:7
bard lab_356 floor_3 hood_2,bard,356,3,2,DEV:86509,#bard_hall_lab_356/fh-2_flow_fbk,#bard_hall_lab_356/fh-2_sash_pos,AI:9
bard lab_356 floor_3 hood_3,bard,356,3,3,DEV:86509,#bard_hall_lab_356/fh-3_flow_fbk,#bard_hall_lab_356/fh-3_sash_pos,AI:11
bard lab_344 floor_3 hood_1,bard,344,3,1,DEV:86512,#bard_lab_344/fh-1_flow_fbk,#bard_lab_344/fh-1_sash_pos,AI:2
bard lab_344 floor_3 hood_2,bard,344,3,2,DEV:86512,#bard_lab_344/fh-2_flow_fbk,#bard_lab_344/fh-2_sash_pos,AI:4
bard lab_345 floor_3 hood_1,bard,345,3,1,DEV:86511,#bard_lab_345_347/fh-1_flow_fbk,#bard_lab_345_347/fh-1_sash_pos,AI:6
bard lab_350 floor_3 hood_1,bard,350,3,1,DEV:86510,#bard_lab_350/fh-1_flow_fbk,#bard_lab_350/fh-1_sash_pos,AI:3
bard lab_350 floor_3 hood_2,bard,350,3,2,DEV:86510,#bard_lab_350/fh-2_flow_fbk,#bard_lab_350/fh-2_sash_pos,AI:5
bard lab_350 floor_3 hood_3,bard,350,3,3,DEV:86510,#bard_lab_350/fh-3_flow_fbk,#bard_lab_350/fh-3_sash_pos,AI:1
bard lab_350 floor_3 hood_4,bard,350,3,4,DEV:86510,#bard_lab_350/fh-4_flow_fbk,#bard_lab_350/fh-4_sash_pos,AI:7
bard lab_359 floor_3 hood_1,bard,359,3,1,DEV:86508,#bard_lab_359/fh-1_flow_fbk,#bard_lab_359/fh-1_sash_pos,AI:2
bard lab_359 floor_3 hood_2,bard,359,3,2,DEV:86508,#bard_lab_359/fh-2_flow_fbk,#bard_lab_359/fh-2_sash_pos,AI:4
bard lab_359 floor_3 hood_3,bard,359,3,3,DEV:86508,#bard_lab_359/fh-3_flow_fbk,#bard_lab_359/fh-3_sash_pos,AI:6
bard lab_359 floor_3 hood_4,bard,359,3,4,DEV:86508,#bard_lab_359/fh-4_flow_fbk,#bard_lab_359/fh-4_sash_pos,AI:8
bard lab_361 floor_3 hood_1,bard,361,3,1,DEV:86507,#bard_lab_361/fh-1_flow_fbk,#bard_lab_361/fh-1_sash_pos,AI:2
bard lab_247 floor_2 hood_1,bard,247,2,1,DEV:86412,#bard_lab_247/fh-1_flow_fbk,#bard_lab_247/fh-1_sash_pos,AI:2
bard lab_247 floor_2 hood_2,bard,247,2,2,DEV:86412,#bard_lab_247/fh-2_flow_fbk,#bard_lab_247/fh-2_sash_pos,AI:4
bard lab_250 floor_2 hood_1,bard,250,2,1,DEV:86411,#bard_lab_250/fh-1_flow_fbk,#bard_lab_250/fh-1_sash_pos,AI:2
bard lab_258 floor_2 hood_1,bard,258,2,1,DEV:86407,#bard_lab_258-258a/fh-1_flow_fbk,#bard_lab_258-258a/fh-1_sash_pos,AI:5
bard lab_160 floor_1 hood_1,bard,160,1,1,DEV:86303,#bard_lab_131/fh-1_flow_fbk,#bard_lab_131/fh-1_sash_pos,AI:5
bard lab_160 floor_1 hood_2,bard,160,1,2,DEV:86303,#bard_lab_131/fh-2_flow_fbk,#bard_lab_131/fh-2_sash_pos,AI:7
bard lab_156 floor_1 hood_1,bard,156,1,1,DEV:86306,#bard_lab_156/fh-1_flow_fbk,#bard_lab_156/fh-1_sash_pos,AI:7
bard lab_150 floor_1 hood_1,bard,150,1,1,DEV:86307,#bard_lab_150/fh-1_flow_fbk,#bard_lab_150/fh-1_sash_pos,AI:2
bard lab_150 floor_1 hood_2,bard,150,1,2,DEV:86307,#bard_lab_150/fh-2_flow_fbk,#bard_lab_150/fh-2_sash_pos,AI:4
bard lab_150 floor_1 hood_3,bard,150,1,3,DEV:86307,#bard_lab_150/fh-3_flow_fbk,#bard_lab_150/fh-3_sash_pos,AI:6
bard lab_150 floor_1 hood_4,bard,150,1,4,DEV:86307,#bard_lab_150/fh-4_flow_fbk,#bard_lab_150/fh-4_sash_pos,AI:8
bard lab_150 floor_1 hood_5,bard,150,1,5,DEV:86307,#bard_lab_150/fh-5_flow_fbk,#bard_lab_150/fh-5_sash_pos,AI:10
bard lab_B44A floor_B hood_1,bard,B44A,B,1,DEV:2070406,#bard_hall_lab_b44_accutrol/fh-1_flow_fbk,#bard_hall_lab_b44_accutrol/fh-1_sash_pos,AI:7
bard lab_B47 floor_B hood_1,bard,B47,B,1,DEV:86203,#bard_lab_b47/fh-1_flow_fbk,#bard_lab_b47/fh-1_sash_pos,AI:2
bard lab_SB28 floor_SB hood_1,bard,SB28,SB,1,DEV:2070005,#bard_lab_sb28/fh-1_flow_fbk,#bard_lab_sb28/fh-1_sash_pos,AI:4
