oli,Facility Code,Asset Location,Unit Number,Asset Number,Asset Description,PM Location,Area Served,Status,Sash Trend,Occ Trend,Temp Trend,Sash RealTime,Occ RealTime,Temp RealTime,Notes,Server
Gnva Pesticide Storage,4935H,4935H-091-6001,6001.0,54015.0,"Hood Fume, 4935H-102",Room 102,Hood Room 102,OPERATING,,,,,,,,
,,4935H-091-6002,6002.0,54016.0,"Hood Fume, 4935H-106",Room 1076,Hood Room 106,OPERATING,,,,,,,,
