Location,Control Program,Name,Type,ObjectId,DeviceId,ObjectName,Path
,,Supply Flow Control / Flow Input,BAI,AI:1,DEV:49355,flow_input_1,#biotechnologybuilding_449/supply_airflow/flow_input
,,EAV-1 Flow Feedback,BAI,AI:1,DEV:49318,eav-1_flow_fbk_1,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_460_control/eav-1_flow_fbk
,,SAV-1 Flow Feedback,BAI,AI:3,DEV:49318,sav-1_flow_fbk_1,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_460_control/sav-1_flow_fbk
,,EAV-1 Flow Feedback,BAI,AI:2,DEV:49319,eav-1_flow_av_1,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_460b_control/eav-1_flow_av
,,Fume Hood-1 Flow Feedback,BAI,AI:3,DEV:49319,fh-1_flow_fbk_1,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_460b_control/fh-1_flow_fbk
,,SAV-1 Flow Feedback,BAI,AI:5,DEV:49319,sav-1_flow_fbk_1,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_460b_control/sav-1_flow_fbk
,,EAV-1 Flow Feedback,BAI,AI:1,DEV:49424,eav-1_flow_fbk_1,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_467_control/eav-1_flow_fbk
,,SAV-1 Flow Feedback,BAI,AI:3,DEV:49424,sav-1_flow_fbk_1,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_467_control/sav-1_flow_fbk
,,EAV-1 Flow Feedback,BAI,AI:2,DEV:49425,eav-1_flow_av_1,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_467b_control/eav-1_flow_av
,,Fume Hood-1 Flow Feedback,BAI,AI:3,DEV:49425,fh-1_flow_fbk_1,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_467b_control/fh-1_flow_fbk
,,SAV-1 Flow Feedback,BAI,AI:5,DEV:49425,sav-1_flow_fbk_1,#biotech/biotech_4th_floor/fourth_floor_fume_hood_lab_spaces/lab_467b_control/sav-1_flow_fbk
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49430,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_402_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49431,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_403a_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49434,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_404_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49432,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_409a_control/sup_air_flow/flow_input
,,Supply Flow Control / Flow Input,BAI,AI:4,DEV:49233,sup_air_flow_flow_input_1,#biotech/biotech_4th_floor/fourth_floor_non_fume_hood_lab_spaces/space_417a_control/sup_air_flow/flow_input
