building,hood,lab,floor,server,flow_sensor,sash_position_sensor,object_id,device_id
Clinical Programs Multipurpose,,C3517,C,biotech_main,,,,
Clinical Programs Multipurpose,,C3521,C,biotech_main,,,,
Clinical Programs Multipurpose,,C3525,C,biotech_main,,,,
Clinical Programs Multipurpose,,C3540,C,biotech_main,,,,
Clinical Programs Multipurpose,,C3542,C,biotech_main,,,,
Clinical Programs Multipurpose,,C3546,C,biotech_main,,,,
