building,hood,lab,floor,server,flow_sensor,sash_position_sensor,object_id,device_id
Johnson C Birds & Biodiversity,,174,1,biotech_main,,,,
Johnson C Birds & Biodiversity,,174,1,biotech_main,,,,
Johnson C Birds & Biodiversity,,188,1,biotech_main,,,,
