building,hood,lab,floor,server,flow_sensor,sash_position_sensor,object_id,device_id
Stocking Hall West,1,231,2,biotech_main,,,,
Stocking Hall West,1,231A,2,biotech_main,,,,
Stocking Hall West,1,M31A,M,biotech_main,,,,
Stocking Hall West,1,M31-1,M,biotech_main,,,,
Stocking Hall West,1,M31-2,M,biotech_main,,,,
Stocking Hall West,1,M31-3,M,biotech_main,,,,
Stocking Hall West,1,131B,1,biotech_main,,,,
