building,hood,lab,floor,server,flow_sensor,sash_position_sensor,object_id,device_id
Diagnostic Lab North,1,104,1,biotech_main,,,,
Diagnostic Lab North,1,106,1,biotech_main,,,,
Diagnostic Lab North,2,106,1,biotech_main,,,,
